TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Mach"
ZONE T="Zone"
 STRANDID=0, SOLUTIONTIME=0
 Nodes=714, Elements=1213, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
 1.000052214E+00 5.162867601E-04 5.478154548E-01
 9.904996753E-01 2.635810757E-03 5.838858227E-01
 9.784080386E-01 5.271386821E-03 6.314514515E-01
 9.606500864E-01 9.174620733E-03 6.578364231E-01
 9.450841546E-01 1.256861258E-02 6.861944178E-01
 9.292507172E-01 1.606025547E-02 7.072519483E-01
 9.177335501E-01 1.855101436E-02 7.257610476E-01
 9.074165821E-01 2.079430968E-02 7.438909869E-01
 8.965347409E-01 2.312906086E-02 7.614176266E-01
 8.860068917E-01 2.530337684E-02 7.786365184E-01
 8.746967912E-01 2.761537954E-02 7.912188474E-01
 8.619035482E-01 3.003324382E-02 7.989926360E-01
 8.498777151E-01 3.225886822E-02 8.088258816E-01
 8.402603865E-01 3.404816613E-02 8.211680899E-01
 8.287031651E-01 3.609962016E-02 8.299646387E-01
 8.163769841E-01 3.819886595E-02 8.365791873E-01
 8.039364815E-01 4.027534649E-02 8.455991816E-01
 7.903441787E-01 4.249330238E-02 8.559529449E-01
 7.778019309E-01 4.448113590E-02 8.654251103E-01
 7.659254670E-01 4.630473256E-02 8.728779494E-01
 7.518219352E-01 4.838575423E-02 8.816949102E-01
 7.375823259E-01 5.043338239E-02 8.937192682E-01
 7.265690565E-01 5.200286955E-02 9.036078861E-01
 7.148390412E-01 5.356006697E-02 9.093970142E-01
 7.024086714E-01 5.517131463E-02 9.190997780E-01
 6.886200309E-01 5.693080649E-02 9.332401536E-01
 6.752731800E-01 5.852815136E-02 9.465606079E-01
 6.647011042E-01 5.976613238E-02 9.586344861E-01
 6.523657441E-01 6.113040447E-02 9.698716562E-01
 6.392067075E-01 6.250912696E-02 9.821849933E-01
 6.269329786E-01 6.373468786E-02 9.965126810E-01
 6.142917275E-01 6.492369622E-02 1.009229545E+00
 6.032679081E-01 6.590646505E-02 1.017487562E+00
 5.905361772E-01 6.692787260E-02 1.023396147E+00
 5.790050626E-01 6.782276183E-02 1.030239800E+00
 5.654310584E-01 6.877166033E-02 1.036241933E+00
 5.532408953E-01 6.956349313E-02 1.041151488E+00
 5.415391922E-01 7.024709135E-02 1.043176359E+00
 5.307141542E-01 7.080637664E-02 1.042765370E+00
 5.194988251E-01 7.134450227E-02 1.038463908E+00
 5.075150728E-01 7.179526985E-02 1.034681605E+00
 4.961971939E-01 7.221008092E-02 1.033493241E+00
 4.829970300E-01 7.260074466E-02 1.030540181E+00
 4.691732228E-01 7.292799652E-02 1.023382312E+00
 4.559691250E-01 7.311965525E-02 1.017529692E+00
 4.438106418E-01 7.326364517E-02 1.013766562E+00
 4.318952560E-01 7.333660126E-02 1.009947451E+00
 4.201531410E-01 7.333532721E-02 1.004673193E+00
 4.085206389E-01 7.329009473E-02 1.000013638E+00
 3.969560564E-01 7.317313552E-02 9.945428884E-01
 3.850016892E-01 7.299981266E-02 9.894424025E-01
 3.732323050E-01 7.276703417E-02 9.844632444E-01
 3.609755337E-01 7.246197015E-02 9.787680309E-01
 3.481654227E-01 7.206961513E-02 9.725761372E-01
 3.349024355E-01 7.157795131E-02 9.662958542E-01
 3.235960305E-01 7.109849900E-02 9.617922593E-01
 3.108761907E-01 7.050511986E-02 9.581359556E-01
 2.979091704E-01 6.981518865E-02 9.537761655E-01
 2.841704190E-01 6.898378581E-02 9.488095884E-01
 2.728134990E-01 6.823559850E-02 9.426584090E-01
 2.611574233E-01 6.737795472E-02 9.359167889E-01
 2.487920523E-01 6.640532613E-02 9.316786137E-01
 2.368244976E-01 6.539135426E-02 9.285899525E-01
 2.244663984E-01 6.425088644E-02 9.231102583E-01
 2.120802104E-01 6.300570816E-02 9.160137590E-01
 1.993822306E-01 6.162246689E-02 9.071664703E-01
 1.868523210E-01 6.015076488E-02 8.987204529E-01
 1.749802381E-01 5.866262689E-02 8.897554068E-01
 1.633103490E-01 5.708697438E-02 8.802779069E-01
 1.511829644E-01 5.533577129E-02 8.713350665E-01
 1.401717365E-01 5.362340435E-02 8.608564523E-01
 1.279150546E-01 5.157116055E-02 8.500957021E-01
 1.168282107E-01 4.958952591E-02 8.371407907E-01
 1.061747149E-01 4.754473269E-02 8.250366722E-01
 9.583143145E-02 4.540900141E-02 8.114148631E-01
 8.503039181E-02 4.301561043E-02 7.934617138E-01
 7.381998003E-02 4.030844569E-02 7.748162076E-01
 6.399028003E-02 3.773302585E-02 7.500347355E-01
 5.415182188E-02 3.491245210E-02 7.258249618E-01
 4.607426003E-02 3.238390759E-02 7.059695912E-01
 3.916360810E-02 3.003794886E-02 6.806029810E-01
 3.281785548E-02 2.769436315E-02 6.512237957E-01
 2.737072669E-02 2.549877018E-02 6.274825478E-01
 2.337249182E-02 2.375511080E-02 5.981290824E-01
 1.954084821E-02 2.195339650E-02 5.723345565E-01
 1.604043692E-02 2.016453631E-02 5.407522612E-01
 1.278540213E-02 1.834172010E-02 5.146163068E-01
 1.034565549E-02 1.684912853E-02 4.887672010E-01
 8.318860084E-03 1.549134776E-02 4.677477912E-01
 6.521079224E-03 1.416888181E-02 4.356351193E-01
 4.202269483E-03 1.223467663E-02 3.822728583E-01
 2.209431957E-03 1.024222001E-02 3.649609217E-01
 6.154734292E-04 8.210616186E-03 2.901368496E-01
 -9.494522819E-04 5.059324205E-03 1.615705050E-01
 -1.355866552E-03 2.867521485E-03 3.184415330E-02
 -1.267148647E-03 1.166913891E-03 7.687455859E-02
 -8.671116084E-04 -3.986580123E-04 1.899183654E-01
 -2.988067863E-04 -1.680350048E-03 3.464132137E-01
 7.468821132E-04 -3.319686279E-03 3.759547742E-01
 2.112900605E-03 -4.910763353E-03 4.525632877E-01
 3.907567821E-03 -6.552440114E-03 4.740496375E-01
 5.583934020E-03 -7.826317102E-03 5.576477523E-01
 7.431810722E-03 -9.050134569E-03 6.497353315E-01
 9.130482562E-03 -1.005090773E-02 6.628755143E-01
 1.125188544E-02 -1.118311565E-02 6.967395862E-01
 1.351799536E-02 -1.227616984E-02 7.185476856E-01
 1.680018380E-02 -1.370357536E-02 7.461104733E-01
 1.948666200E-02 -1.476190798E-02 7.670477777E-01
 2.296788990E-02 -1.602102257E-02 7.799766488E-01
 2.804039046E-02 -1.767303608E-02 7.802751254E-01
 3.354693949E-02 -1.929433271E-02 7.842267924E-01
 4.007294774E-02 -2.102741785E-02 7.852331002E-01
 4.764583334E-02 -2.284376323E-02 7.871824470E-01
 5.673173442E-02 -2.483031340E-02 7.898281889E-01
 6.550700217E-02 -2.658296935E-02 7.941379915E-01
 7.532949746E-02 -2.840098180E-02 7.991691682E-01
 8.574020863E-02 -3.019330837E-02 8.062531056E-01
 9.594423324E-02 -3.182925656E-02 8.121274867E-01
 1.076216251E-01 -3.359812498E-02 8.169729120E-01
 1.188968867E-01 -3.520347923E-02 8.219419386E-01
 1.310958713E-01 -3.684028238E-02 8.267997253E-01
 1.423911601E-01 -3.827406839E-02 8.326881740E-01
 1.539488137E-01 -3.966906667E-02 8.384334978E-01
 1.669295430E-01 -4.115038738E-02 8.449862109E-01
 1.789676398E-01 -4.245031253E-02 8.516908713E-01
 1.913835853E-01 -4.372003302E-02 8.595956597E-01
 2.028524429E-01 -4.482285678E-02 8.668425321E-01
 2.146593332E-01 -4.589447007E-02 8.742849213E-01
 2.274492532E-01 -4.698029160E-02 8.825803028E-01
 2.403288037E-01 -4.799054936E-02 8.898775118E-01
 2.527469397E-01 -4.888321087E-02 8.969672518E-01
 2.649865746E-01 -4.969222844E-02 9.045024314E-01
 2.765256763E-01 -5.037863925E-02 9.122324449E-01
 2.889032662E-01 -5.103090033E-02 9.197896719E-01
 3.012009263E-01 -5.160123482E-02 9.278677411E-01
 3.139554560E-01 -5.207513273E-02 9.362702830E-01
 3.262732923E-01 -5.244399980E-02 9.438585364E-01
 3.392869532E-01 -5.271369591E-02 9.514843452E-01
 3.506628275E-01 -5.286135525E-02 9.578053062E-01
 3.620608449E-01 -5.289246887E-02 9.608580350E-01
 3.725921214E-01 -5.283636600E-02 9.610721426E-01
 3.837031126E-01 -5.269322917E-02 9.616782027E-01
 3.956892490E-01 -5.243564770E-02 9.610871769E-01
 4.092879891E-01 -5.195778236E-02 9.562308372E-01
 4.221374691E-01 -5.140195787E-02 9.482320334E-01
 4.343218207E-01 -5.071029067E-02 9.371446019E-01
 4.463541508E-01 -4.994436353E-02 9.251872030E-01
 4.569972157E-01 -4.916493967E-02 9.142927215E-01
 4.679937065E-01 -4.827553406E-02 9.014894494E-01
 4.795441329E-01 -4.724097252E-02 8.869992157E-01
 4.906715155E-01 -4.615768418E-02 8.706170044E-01
 5.034991503E-01 -4.483606294E-02 8.552359043E-01
 5.169497132E-01 -4.337451980E-02 8.413180031E-01
 5.295864940E-01 -4.191764817E-02 8.263170376E-01
 5.424942970E-01 -4.034321383E-02 8.099922746E-01
 5.539588928E-01 -3.893905506E-02 7.964410745E-01
 5.677026510E-01 -3.721290827E-02 7.852029282E-01
 5.799794793E-01 -3.561146930E-02 7.733840730E-01
 5.916155577E-01 -3.407683969E-02 7.618546671E-01
 6.042376161E-01 -3.238853067E-02 7.502772519E-01
 6.198293567E-01 -3.032056242E-02 7.389016797E-01
 6.344134808E-01 -2.834478952E-02 7.282246620E-01
 6.507310867E-01 -2.616558783E-02 7.178483810E-01
 6.628887057E-01 -2.451597899E-02 7.081635087E-01
 6.757607460E-01 -2.278591506E-02 6.992184395E-01
 6.881024837E-01 -2.114577964E-02 6.904821063E-01
 7.005339861E-01 -1.951861195E-02 6.825909017E-01
 7.146012187E-01 -1.768856496E-02 6.754112642E-01
 7.278479934E-01 -1.601840742E-02 6.680303246E-01
 7.402753830E-01 -1.441371161E-02 6.591678741E-01
 7.548134923E-01 -1.261096261E-02 6.508922324E-01
 7.667655349E-01 -1.118677389E-02 6.445209392E-01
 7.802260518E-01 -9.590721689E-03 6.375239874E-01
 7.918831706E-01 -8.252463304E-03 6.301712870E-01
 8.051671982E-01 -6.795329973E-03 6.235098087E-01
